url,title,author,num_reviews,num_ratings,avg_rating,num_pages,original_publish_year,series,genres,awards,places
https://www.goodreads.com/book/show/100915.The_Lion_the_Witch_and_the_Wardrobe,"The Lion, the Witch and the Wardrobe",C.S. Lewis,"23,502","2,239,797",4.22,206,1950,True,"['Fantasy', 'Classics', 'Fiction']","Lewis Carroll Shelf Award (1962), The Keith Barker Millennium Children's Book Awards 'Children's Book of the Century', Retro Hugo Award Nominee for Best Novel (2001)",United States
https://www.goodreads.com/book/show/18114322-the-grapes-of-wrath,The Grapes of Wrath,John Steinbeck,"18,081","777,272",3.98,479,1939,True,"['Classics', 'Fiction', 'Historical']","Pulitzer Prize for Novel (1940), National Book Award for Fiction (1939), California Book Award for General Literature (Silver) (1939), Audie Award for Classic (1999)",United States
https://www.goodreads.com/book/show/320.One_Hundred_Years_of_Solitude,One Hundred Years of Solitude,"Gabriel García Márquez, ","32,625","787,694",4.09,417,1967,True,"['Fiction', 'Classics', 'Magical Realism']","Premio Internacional de Novela Rómulo Gallegos (1972), Prix du Meilleur Livre Étranger for Roman (1969)",United States
https://www.goodreads.com/book/show/5129.Brave_New_World,Brave New World,Aldous Huxley,"32,963","1,509,410",3.99,268,1932,True,"['Classics', 'Fiction', 'Science Fiction']",,United States
https://www.goodreads.com/book/show/18405.Gone_with_the_Wind,Gone with the Wind,Margaret Mitchell,"20,499","1,102,636",4.30,1037,1936,True,"['Classics', 'Historical', 'Historical Fiction']","Pulitzer Prize for Novel (1937), National Book Award for Novel (1936)",United States
https://www.goodreads.com/book/show/890.Of_Mice_and_Men,Of Mice and Men,John Steinbeck,"36,314","2,028,461",3.88,103,1937,True,"['Classics', 'Fiction', 'Academic']",New York Drama Critics' Circle Award for Best American Play (1938),United States
https://www.goodreads.com/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban,Harry Potter and the Prisoner of Azkaban,"J.K. Rowling, ","59,260","3,004,555",4.57,435,1999,True,"['Fantasy', 'Young Adult', 'Fiction']","Bram Stoker Award for Best Work for Young Readers (1999), Hugo Award Nominee for Best Novel (2000), Locus Award for Best Fantasy Novel (2000), Whitbread Award for Children's Book of the Year (1999), Mythopoeic Fantasy Award for Children's Literature (2008)...moreBooks I Loved Best Yearly (BILBY) Awards for Older Readers (2005), Colorado Blue Spruce Young Adult Book Award (2004), Maine Student Book Award (2001), Golden Archer Award for Intermediate (2001), Indian Paintbrush Book Award (2004), Soaring Eagle Book Award (2002), Hotze de Roosprijs (2001), Nestlé Smarties Book Prize for 9–11 years (1999)...less ",United States
https://www.goodreads.com/book/show/3636.The_Giver,The Giver,Lois Lowry (Goodreads Author),"67,047","1,885,239",4.13,208,1993,True,"['Young Adult', 'Fiction', 'Classics']","Newbery Medal (1994), Mythopoeic Fantasy Award Nominee for Children's Literature (1994), Golden Duck Award for Young Adult (Hal Clement Award) (1994), Garden State Book Award for Teen Fiction Grades 6-8 (1996), Buckeye Children's Book Award for Grade 6-8 (1997)...moreGrand Canyon Reader Award for Teen Book (1995), Maryland Black-Eyed Susan Book Award for Grade 6-9 (1995), Golden Sower Award for Young Adult (1995), Pennsylvania Young Readers' Choice Award for Grades 3-8 (1995), Soaring Eagle Book Award Nominee (1996), Pacific Northwest Library Association Young Reader's Choice Award for Senior (1996), Boston Globe-Horn Book Award Nominee for Fiction (1993), New Mexico Land of Enchantment Award (1997), Eliot Rosewater Indiana High School Book Award (1997), William Allen White Children's Book Award (1996), Wyoming Indian Paintbrush Nominee (1996), NSK Neustadt Prize for Children's Literature Nominee (2013), Oklahoma Sequoyah Award for YA (1996), Rebecca Caudill Young Readers' Book Award (1996), Hea Lasteraamat (2010), Premi Protagonista Jove for Categoria 13-14 anys (2016), Margaret A. Edwards Award (2007)...less ",United States
https://www.goodreads.com/book/show/7624.Lord_of_the_Flies,Lord of the Flies,William Golding,"39,820","2,361,904",3.69,182,1954,True,"['Classics', 'Fiction', 'Young Adult']",,United States
https://www.goodreads.com/book/show/4981.Slaughterhouse_Five,Slaughterhouse-Five,Kurt Vonnegut Jr.,"28,435","1,173,251",4.08,275,1969,True,"['Classics', 'Fiction', 'Science Fiction']","Hugo Award Nominee for Best SF Novel (1970), Nebula Award Nominee for Best Novel (1969), National Book Award Finalist for Fiction (1970), Chicago Publishers' Award (1970)",United States
https://www.goodreads.com/book/show/7604.Lolita,Lolita,"Vladimir Nabokov, ","26,226","689,427",3.89,331,1955,True,"['Classics', 'Fiction', 'Literature']",National Book Award Finalist for Fiction (1959),United States
https://www.goodreads.com/book/show/4406.East_of_Eden,East of Eden,John Steinbeck,"20,452","444,216",4.38,601,1952,True,"['Classics', 'Fiction', 'Historical']","Audie Award for Classic (2004), National Book Award Finalist for Fiction (1953)",United States
https://www.goodreads.com/book/show/38447.The_Handmaid_s_Tale,The Handmaid's Tale,Margaret Atwood (Goodreads Author),"74,561","1,558,127",4.12,314,1985,True,"['Fiction', 'Classics', 'Science Fiction']","Booker Prize Nominee (1986), Nebula Award Nominee for Best Novel (1986), Locus Award Nominee for Best SF Novel (1987), Arthur C. Clarke Award (1987), Audie Award for Fiction (2013)...moreLos Angeles Times Book Prize for Fiction (1986), Prometheus Award Nominee for Best Novel (1987), James Tiptree Jr. Award Nominee for Retrospective (1995), Governor General's Literary Awards / Prix littéraires du Gouverneur général for Fiction (1985), SF Chronicle Award Nominee for Novel (1987), Commonwealth Writers' Prize Nominee for Best Book in Caribbean and Canada (1987), CBC Canada Reads Nominee (2002), Metų verstinė knyga Nominee (2012)...less ",United States
https://www.goodreads.com/book/show/332613.One_Flew_Over_the_Cuckoo_s_Nest,One Flew Over the Cuckoo's Nest,Ken Kesey,"11,731","651,317",4.19,325,1962,True,"['Classics', 'Fiction', 'Psychology']",,United States
https://www.goodreads.com/book/show/34.The_Fellowship_of_the_Ring,The Fellowship of the Ring,"J.R.R. Tolkien, ","24,808","2,441,235",4.37,398,1954,True,"['Fantasy', 'Classics', 'Fiction']",Publieksprijs voor het Nederlandse Boek Nominee (2002),United States
https://www.goodreads.com/book/show/13.The_Ultimate_Hitchhiker_s_Guide_to_the_Galaxy,The Ultimate Hitchhiker's Guide to the Galaxy,Douglas Adams,"5,453","296,246",4.36,815,1996,True,"['Science Fiction', 'Fiction', 'Humor']",,United States
https://www.goodreads.com/book/show/929.Memoirs_of_a_Geisha,Memoirs of a Geisha,Arthur Golden,"30,998","1,769,216",4.12,503,1997,True,"['Fiction', 'Historical', 'Historical Fiction']",,United States
https://www.goodreads.com/book/show/49552.The_Stranger,The Stranger,"Albert Camus, ","25,280","755,503",3.99,123,1942,True,"['Classics', 'Fiction', 'Philosophy']",PEN Translation Prize for Matthew Ward (1989),United States
https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets,Harry Potter and the Chamber of Secrets,"J.K. Rowling, ","56,515","2,905,388",4.43,341,1998,True,"['Fantasy', 'Young Adult', 'Fiction']","Mythopoeic Fantasy Award for Children's Literature (2008), British Book Award (1999), Prijs van de Jonge Jury (2002), Books I Loved Best Yearly (BILBY) Awards for Older Readers (2006), Colorado Blue Spruce Young Adult Book Award (2008)...moreGolden Archer Award for Middle/Junior High (2008), Nestlé Smarties Book Prize for 9–11 years (1998)...less ",United States
https://www.goodreads.com/book/show/24178.Charlotte_s_Web,Charlotte's Web,"E.B. White, ","18,998","1,491,753",4.17,184,1952,True,"['Classics', 'Childrens', 'Fiction']","Newbery Medal Nominee (1953), George C. Stone Center for Children's Books Recognition of Merit Award (1970), Audie Award Nominee for Audiobook of the Year and Middle Grade (2020), Massachusetts Children's Book Award (1984), Laura Ingalls Wilder Award (1970)",United States
https://www.goodreads.com/book/show/11127.The_Chronicles_of_Narnia,The Chronicles of Narnia,"C.S. Lewis, ","10,670","545,492",4.26,767,1956,True,"['Fantasy', 'Classics', 'Fiction']",,United States
https://www.goodreads.com/book/show/33574273-a-wrinkle-in-time,A Wrinkle in Time,Madeleine L'Engle,"34,705","1,081,123",3.99,218,1962,True,"['Fantasy', 'Fiction', 'Classics']","Newbery Medal (1963), Dorothy Canfield Fisher Children's Book Award Nominee (1964), Oklahoma Sequoyah Award (1965), Margaret A. Edwards Award (1998)",United States
https://www.goodreads.com/book/show/2165.The_Old_Man_and_the_Sea,The Old Man and the Sea,Ernest Hemingway,"26,868","878,956",3.79,96,1952,True,"['Classics', 'Fiction', 'Literature']","Pulitzer Prize for Fiction (1953), Premio Bancarella (1953), National Book Award Finalist for Fiction (1953)",United States
https://www.goodreads.com/book/show/375802.Ender_s_Game,,,,,,,,True,[],,United States
https://www.goodreads.com/book/show/370493.The_Giving_Tree,The Giving Tree,Shel Silverstein,"18,546","948,410",4.37,64,1964,True,"['Childrens', 'Childrens', 'Picture Books']",,United States
https://www.goodreads.com/book/show/838729.The_Return_of_the_King,The Return of the King,J.R.R. Tolkien,"11,110","711,685",4.53,385,1955,True,"['Fantasy', 'Fiction', 'Classics']",,United States
https://www.goodreads.com/book/show/6514.The_Bell_Jar,The Bell Jar,Sylvia Plath,"25,074","623,858",4.02,294,1963,True,"['Classics', 'Fiction', 'Feminism']",,United States
https://www.goodreads.com/book/show/15241.The_Two_Towers,The Two Towers,"J.R.R. Tolkien, ","11,744","757,373",4.45,322,1954,True,"['Fantasy', 'Fiction', 'Classics']",,United States
https://www.goodreads.com/book/show/1617.Night,Night,"Elie Wiesel, ","30,292","1,015,355",4.34,115,1956,True,"['Nonfiction', 'Classics', 'History']",,United States
https://www.goodreads.com/book/show/14891.A_Tree_Grows_in_Brooklyn,A Tree Grows in Brooklyn,Betty  Smith,"21,563","400,629",4.27,496,1943,True,"['Classics', 'Fiction', 'Historical']",Audie Award for Classic (2002),United States
https://www.goodreads.com/book/show/76620.Watership_Down,Watership Down,Richard  Adams,"14,258","446,128",4.06,478,1972,True,"['Classics', 'Fiction', 'Fantasy']","Mythopoeic Fantasy Award Nominee (1975), Guardian Children's Fiction Prize (1973), Audie Award Nominee for Best Male Narrator (2020), Boston Globe-Horn Book Award (1975), California Young Readers Medal for Young Adult (1977)...moreCarnegie Medal (1972)...less ",United States
https://www.goodreads.com/book/show/18144590-the-alchemist,The Alchemist,"Paulo Coelho (Goodreads Author), ","85,775","2,244,604",3.88,182,1988,True,"['Fiction', 'Classics', 'Fantasy']","NBDB National Book Award Nominee for Translation (2015), Grand Prix des lectrices de Elle for roman (1995), Premio Grinzane Cavour for Narrativa Straniera (1996), Corine Internationaler Buchpreis for Belletristik (2002)",United States
https://www.goodreads.com/book/show/8127.Anne_of_Green_Gables,Anne of Green Gables,L.M. Montgomery,"25,039","773,133",4.26,320,1908,True,"['Classics', 'Fiction', 'Young Adult']",,United States
https://www.goodreads.com/book/show/168642.In_Cold_Blood,In Cold Blood,Truman Capote,"17,623","557,804",4.07,343,1965,True,"['Nonfiction', 'Classics', 'Crime']",Edgar Award for Best Fact Crime (1966),United States
https://www.goodreads.com/book/show/23772.Green_Eggs_and_Ham,Green Eggs and Ham,Dr. Seuss,"9,781","651,880",4.29,64,1960,True,"['Childrens', 'Childrens', 'Picture Books']",,United States
https://www.goodreads.com/book/show/52036.Siddhartha,Siddhartha,"Hermann Hesse, ","18,786","613,973",4.04,152,1922,True,"['Classics', 'Fiction', 'Philosophy']",,United States
https://www.goodreads.com/book/show/662.Atlas_Shrugged,Atlas Shrugged,"Ayn Rand, ","17,829","361,740",3.69,1078,1957,True,"['Fiction', 'Classics', 'Philosophy']","Prometheus Hall of Fame Award (1983), National Book Award Finalist for Fiction (1958)",United States
https://www.goodreads.com/book/show/52892857-the-color-purple,The Color Purple,Alice Walker,"16,596","546,923",4.23,304,1982,True,"['Classics', 'Fiction', 'Historical']","Pulitzer Prize for Fiction (1983), National Book Award for Fiction (Hardcover) (1983), National Book Critics Circle Award Nominee for Fiction (1982), Townsend Prize for Fiction (1984)",United States
https://www.goodreads.com/book/show/9712.Love_in_the_Time_of_Cholera,Love in the Time of Cholera,"Gabriel García Márquez, ","21,570","430,874",3.92,348,1985,True,"['Fiction', 'Classics', 'Historical']","Audie Award, Los Angeles Times Book Prize for Fiction (1988)",United States
https://www.goodreads.com/book/show/7244.The_Poisonwood_Bible,The Poisonwood Bible,Barbara Kingsolver,"23,755","672,600",4.07,546,1998,True,"['Fiction', 'Historical', 'Historical Fiction']","Pulitzer Prize Nominee for Fiction (1999), Orange Prize Nominee for Fiction Shortlist (1999), Book Sense Book of the Year Award for Adult (2000), PEN/Faulkner Award for Fiction Nominee (1999), Independent Publisher Book Award (IPPY) for Audio Fiction - Unabridged (1999)...moreExclusive Books Boeke Prize (2000), Puddly Award for Novel (2001), International Dublin Literary Award Nominee (2000)...less ",United States
https://www.goodreads.com/book/show/485894.The_Metamorphosis,The Metamorphosis,"Franz Kafka, ","19,734","693,196",3.83,201,1915,True,"['Classics', 'Fiction', 'Fantasy']",,United States
https://www.goodreads.com/book/show/188572.The_Complete_Sherlock_Holmes,The Complete Sherlock Holmes,Arthur Conan Doyle,"3,804","181,507",4.47,1796,1927,True,"['Classics', 'Mystery', 'Fiction']",Audie Award for Classic (2014),United States
https://www.goodreads.com/book/show/2998.The_Secret_Garden,The Secret Garden,Frances Hodgson Burnett,"20,229","942,186",4.13,331,1910,True,"['Classics', 'Fiction', 'Childrens']",Lewis Carroll Shelf Award (1958),United States
https://www.goodreads.com/book/show/9717.The_Unbearable_Lightness_of_Being,The Unbearable Lightness of Being,"Milan Kundera, ","16,454","361,504",4.10,320,1984,True,"['Fiction', 'Classics', 'Philosophy']",Los Angeles Times Book Prize for Fiction (1984),United States
https://www.goodreads.com/book/show/4473.A_Prayer_for_Owen_Meany,A Prayer for Owen Meany,John Irving (Goodreads Author),"14,224","292,077",4.23,637,1989,True,"['Fiction', 'Classics', 'Contemporary']",,United States
https://www.goodreads.com/book/show/149267.The_Stand,The Stand,"Stephen King (Goodreads Author), ","22,445","646,505",4.34,1152,1978,True,"['Horror', 'Fiction', 'Fantasy']","Locus Award Nominee for Best SF Novel (1979), World Fantasy Award Nominee for Best Novel (1979), Gandalf Award Nominee (1979), Balrog Award Nominee for Best Novel (1979) (1980)",United States
https://www.goodreads.com/book/show/17899948-rebecca,Rebecca,Daphne du Maurier,"26,958","487,379",4.23,449,1938,True,"['Classics', 'Fiction', 'Mystery']","National Book Award for Fiction (1938), Anthony Award for Best Novel of the Century (2000)",United States
https://www.goodreads.com/book/show/119073.The_Name_of_the_Rose,The Name of the Rose,"Umberto Eco, ","9,505","313,328",4.13,536,1980,True,"['Fiction', 'Historical', 'Historical Fiction']","إمبيرتو, Premio Strega (1981), Los Angeles Times Book Prize Nominee for Fiction (1983), Edgar Award Nominee for Best Novel (1984), PEN Translation Prize for William Weaver (1984)...morePremio Anghiari (1981), Premio Il Libro dell'anno (1981), Prix Médicis Etranger (1982), このミステリーがすごい！ for Best Translated Mystery Novel of the Year in Japan (1991)...less ",United States
https://www.goodreads.com/book/show/19543.Where_the_Wild_Things_Are,Where the Wild Things Are,Maurice Sendak,"12,204","856,617",4.21,37,1963,True,"['Childrens', 'Childrens', 'Picture Books']","Caldecott Medal (1964), Lewis Carroll Shelf Award, Indies Choice Book Award for Picture Book Hall of Fame (2009)",United States
https://www.goodreads.com/book/show/7784.The_Lorax,The Lorax,Dr. Seuss,"4,291","300,261",4.32,72,1971,True,"['Childrens', 'Childrens', 'Picture Books']",California Young Readers Medal Nominee for Primary (1976),United States
https://www.goodreads.com/book/show/6310.Charlie_and_the_Chocolate_Factory,Charlie and the Chocolate Factory,"Roald Dahl, ","12,613","702,651",4.14,176,1964,True,"['Childrens', 'Fiction', 'Fantasy']","Books I Loved Best Yearly (BILBY) Awards for Read Aloud (1992), North Dakota Children's Choice Award (1985)",United States
https://www.goodreads.com/book/show/44767458-dune,Dune,Frank Herbert,"28,092","843,687",4.23,688,1965,True,"['Science Fiction', 'Fiction', 'Fantasy']","Hugo Award for Best Novel (1966), Nebula Award for Best Novel (1965), Seiun Award 星雲賞 for Best Foreign Novel (1974)",United States
https://www.goodreads.com/book/show/5043.The_Pillars_of_the_Earth,The Pillars of the Earth,Ken Follett (Goodreads Author),"32,356","672,281",4.32,976,1989,True,"['Historical', 'Historical Fiction', 'Fiction']",,United States
https://www.goodreads.com/book/show/117833.The_Master_and_Margarita,The Master and Margarita,"Mikhail Bulgakov, ","12,674","259,920",4.29,372,1967,True,"['Classics', 'Fiction', 'Cultural']",,United States
https://www.goodreads.com/book/show/231804.The_Outsiders,The Outsiders,S.E. Hinton (Goodreads Author),"34,867","991,186",4.10,192,1967,True,"['Classics', 'Young Adult', 'Fiction']","Books I Loved Best Yearly (BILBY) Awards for Secondary  (1991), Margaret A. Edwards Award (1988)",United States
https://www.goodreads.com/book/show/70401.On_the_Road,On the Road,Jack Kerouac,"15,543","361,440",3.62,307,1955,True,"['Classics', 'Fiction', 'Travel']",Grammy Award Nominee for Best Spoken Word Album (2001),United States
https://www.goodreads.com/book/show/386162.The_Hitchhiker_s_Guide_to_the_Galaxy,The Hitchhiker's Guide to the Galaxy,Douglas Adams,"32,021","1,511,309",4.22,193,1979,True,"['Science Fiction', 'Fiction', 'Humor']",,United States
https://www.goodreads.com/book/show/3876.The_Sun_Also_Rises,The Sun Also Rises (Fiesta),Ernest Hemingway,"13,370","375,550",3.82,189,1926,True,"['Classics', 'Fiction', 'Literature']",,United States
https://www.goodreads.com/book/show/338798.Ulysses,Ulysses,"James Joyce, ","7,113","114,897",3.73,783,1922,True,"['Classics', 'Fiction', 'Literature']",Национална награда „Христо Г. Данов“ for Преводна художествена литература (2004),United States
https://www.goodreads.com/book/show/355697.All_Quiet_on_the_Western_Front,All Quiet on the Western Front,"Erich Maria Remarque, ","11,119","367,388",3.99,296,1929,True,"['Classics', 'Fiction', 'Historical']",Luisterboek Award Nominee (2015),United States
https://www.goodreads.com/book/show/6149.Beloved,Beloved,Toni Morrison,"13,858","342,811",3.88,324,1987,True,"['Fiction', 'Classics', 'Historical']","Pulitzer Prize for Fiction (1988), American Book Award (1988), Anisfield-Wolf Book Award (1988), National Book Critics Circle Award Nominee for Fiction (1987), Frederic G. Melcher Book Award (1988)...moreNational Book Award Finalist for Fiction (1987)...less ",United States
https://www.goodreads.com/book/show/1078.The_Good_Earth,The Good Earth,"Pearl S. Buck, ","10,180","228,035",3.99,418,1931,True,"['Classics', 'Fiction', 'Historical']","Pulitzer Prize for Novel (1932), William Dean Howells Medal (1935)",United States
https://www.goodreads.com/book/show/310612.A_Confederacy_of_Dunces,A Confederacy of Dunces,"John Kennedy Toole, ","15,590","239,701",3.88,394,1980,True,"['Fiction', 'Classics', 'Humor']","Pulitzer Prize for Fiction (1981), PEN/Faulkner Award for Fiction Nominee (1981), Los Angeles Times Book Prize Nominee for Fiction (1980)",United States
https://www.goodreads.com/book/show/252577.Angela_s_Ashes,Angela's Ashes,Frank McCourt,"12,288","559,150",4.12,452,1996,True,"['Nonfiction', 'Autobiography', 'Memoir']","Pulitzer Prize for Biography or Autobiography (1997), American Booksellers Book Of The Year  Award for Adult Trade (1997), Audie Award for Nonfiction, Abridged (1997), Los Angeles Times Book Prize for Biography (1996), Exclusive Books Boeke Prize (1997)...moreNational Book Critics Circle Award for Biography/Autobiography (1996)...less ",United States
https://www.goodreads.com/book/show/7763.The_Joy_Luck_Club,The Joy Luck Club,Amy Tan (Goodreads Author),"9,695","611,187",3.94,288,1989,True,"['Fiction', 'Historical', 'Historical Fiction']","California Book Award for Fiction (Gold) (1989), Los Angeles Times Book Prize Nominee for Fiction (1989), Northern California Book Awards for Fiction (1989), National Book Critics Circle Award Nominee for Fiction (1989), National Book Award Finalist for Fiction (1989)",United States
https://www.goodreads.com/book/show/2122.The_Fountainhead,The Fountainhead,"Ayn Rand, ","12,449","302,668",3.87,704,1943,True,"['Fiction', 'Classics', 'Philosophy']",,United States
https://www.goodreads.com/book/show/10975.The_Sound_and_the_Fury,The Sound and the Fury,William Faulkner,"7,375","162,096",3.86,366,1929,True,"['Classics', 'Fiction', 'Literature']",,United States
https://www.goodreads.com/book/show/46170.For_Whom_the_Bell_Tolls,For Whom the Bell Tolls,Ernest Hemingway,"6,808","256,019",3.97,471,1940,True,"['Classics', 'Fiction', 'Literature']",,United States
https://www.goodreads.com/book/show/7069.The_World_According_to_Garp,The World According to Garp,John Irving (Goodreads Author),"5,644","208,987",4.09,610,1978,True,"['Fiction', 'Classics', 'Contemporary']","National Book Award for Fiction (Paperback) (1980), National Book Critics Circle Award Nominee for Fiction (1978), National Book Award Finalist for Fiction (1979)",United States
https://www.goodreads.com/book/show/77767.Little_House_on_the_Prairie,Little House on the Prairie,"Laura Ingalls Wilder, ","4,594","263,368",4.19,335,1935,True,"['Classics', 'Historical', 'Historical Fiction']",,United States
https://www.goodreads.com/book/show/227463.A_Clockwork_Orange,A Clockwork Orange,Anthony Burgess,"14,633","623,985",3.99,192,1962,True,"['Classics', 'Fiction', 'Science Fiction']",Prometheus Hall of Fame Award (2008),United States
https://www.goodreads.com/book/show/37415.Their_Eyes_Were_Watching_God,Their Eyes Were Watching God,Zora Neale Hurston,"14,847","279,383",3.95,219,1937,True,"['Classics', 'Fiction', 'Historical']",Audie Award for Solo Narration - Female (2001),United States
https://www.goodreads.com/book/show/10799.A_Farewell_to_Arms,A Farewell to Arms,"Ernest Hemingway, ","10,140","271,929",3.81,293,1929,True,"['Classics', 'Fiction', 'Historical']",,United States
https://www.goodreads.com/book/show/16981.Invisible_Man,Invisible Man,Ralph Ellison,"6,338","161,898",3.89,581,1952,True,"['Classics', 'Fiction', 'Literature']",National Book Award for Fiction (1953),United States
https://www.goodreads.com/book/show/10365.Where_the_Red_Fern_Grows,Where the Red Fern Grows,Wilson Rawls,"11,507","355,279",4.08,272,1961,True,"['Classics', 'Fiction', 'Young Adult']","Massachusetts Children's Book Award (1987), North Dakota Children's Choice Award (1981)",United States
https://www.goodreads.com/book/show/36576608-flowers-for-algernon,Flowers for Algernon,Daniel Keyes,"20,297","505,582",4.15,216,1959,True,"['Fiction', 'Classics', 'Science Fiction']","Hugo Award Nominee for Best Novel (1967), Nebula Award for Best Novel (tie) (1966), Locus Award Nominee for All-Time Best Novel (36th in poll) (1975)",United States
https://www.goodreads.com/book/show/40792344-mere-christianity,Mere Christianity,C.S. Lewis,"9,015","317,622",4.32,168,1942,True,"['Christian', 'Nonfiction', 'Religion']",,United States
https://www.goodreads.com/book/show/17716.Waiting_for_Godot,Waiting for Godot,Samuel Beckett,"5,978","167,894",3.83,109,1952,True,"['Plays', 'Classics', 'Fiction']",,United States
https://www.goodreads.com/book/show/256008.Lonesome_Dove,Lonesome Dove,Larry McMurtry,"8,089","157,419",4.48,960,1985,True,"['Fiction', 'Historical', 'Historical Fiction']","Pulitzer Prize for Fiction (1986), PEN/Faulkner Award for Fiction Nominee (1986), National Book Critics Circle Award Nominee for Fiction (1985), Spur Award for Best Western Novel (1985)",United States
https://www.goodreads.com/book/show/133518.The_Things_They_Carried,The Things They Carried,Tim O'Brien,"14,855","264,209",4.13,246,1990,True,"['Fiction', 'Historical', 'Historical Fiction']","Pulitzer Prize Nominee for Fiction (1991), Chicago Tribune Heartland Prize for Fiction (1990), Prix du Meilleur Livre Étranger for Roman (1990), National Book Critics Circle Award Nominee for Fiction (1990)",United States
https://www.goodreads.com/book/show/4989.The_Red_Tent,The Red Tent,Anita Diamant (Goodreads Author),"19,628","534,268",4.18,324,1997,True,"['Historical', 'Historical Fiction', 'Fiction']","Book Sense Book of the Year Award for Adult Fiction (2001), Boston Author's Club Award (1998)",United States
https://www.goodreads.com/book/show/228560.Sophie_s_Choice,Sophie's Choice,William Styron,"2,611","83,352",4.18,562,1979,True,"['Fiction', 'Classics', 'Historical']","National Book Award for Fiction (Hardcover) (1980), National Book Critics Circle Award Nominee for Fiction (1979)",United States
