url,title,author,num_reviews,num_ratings,avg_rating,num_pages,original_publish_year,series,genres,awards,places
https://www.goodreads.com/book/show/53969.The_Feast_of_the_Goat,The Feast of the Goat,"Mario Vargas Llosa, ","2,440","27,418",4.30,475,2000,False,"['Fiction', 'Historical', 'Historical Fiction']","Independent Foreign Fiction Prize Nominee for Shortlist (2003), International Dublin Literary Award Nominee (2003)",
https://www.goodreads.com/book/show/46917.Rabbit_Redux,Rabbit Redux,John Updike,764,"14,138",3.80,440,1971,True,"['Fiction', 'Classics', 'Literature']",National Book Award Finalist for Fiction (1972),
https://www.goodreads.com/book/show/34527.Feet_of_Clay,Feet of Clay,Terry Pratchett,"1,745","74,852",4.26,411,1996,True,"['Fantasy', 'Fiction', 'Humor']",,
https://www.goodreads.com/book/show/81903.Curtain,Curtain,Agatha Christie,"1,858","34,028",4.09,215,1975,True,"['Mystery', 'Fiction', 'Mystery']",,
https://www.goodreads.com/book/show/475339.Madeline,Madeline,Ludwig Bemelmans,"2,022","197,970",4.23,44,1939,True,"['Childrens', 'Picture Books', 'Childrens']","Caldecott Medal Nominee (1940), Indies Choice Book Award for Picture Book Hall of Fame (2010)",France
https://www.goodreads.com/book/show/2279.Truman,Truman,David McCullough,"2,396","80,318",4.11,1120,1992,False,"['Biography', 'History', 'Politics']","Pulitzer Prize for Biography or Autobiography (1993), Francis Parkman Prize (1993), Lionel Gelber Prize (1992), National Book Critics Circle Award Nominee for Biography/Autobiography (1992), National Book Award Finalist for Nonfiction (1992)",
https://www.goodreads.com/book/show/28634.Immortality,Immortality,"Milan Kundera, ","1,817","31,667",4.14,400,1990,False,"['Fiction', 'Philosophy', 'European Literature']","Independent Foreign Fiction Prize (1991), Cena Jaroslava Seiferta (1994), Kniha roku (1993)",France
https://www.goodreads.com/book/show/24731.The_Tortilla_Curtain,The Tortilla Curtain,T. Coraghessan Boyle (Goodreads Author),"3,431","28,485",3.66,355,,False,"['Fiction', 'Contemporary', 'Book Club']","Audie Award for Narration by the Author or Authors (2007), Prix Médicis Etranger (1997)",United States
https://www.goodreads.com/book/show/3446.Going_After_Cacciato,Going After Cacciato,Tim O'Brien,775,"11,955",3.91,351,1978,False,"['Fiction', 'War', 'Historical']",National Book Award for Fiction (1979),
https://www.goodreads.com/book/show/51019.Cat_s_Eye,Cat's Eye,Margaret Atwood (Goodreads Author),"3,557","62,568",3.92,462,1988,False,"['Fiction', 'Cultural', 'Canada']",Booker Prize Nominee (1989),Canada
https://www.goodreads.com/book/show/479415.The_Horse_Whisperer,The Horse Whisperer,Nicholas Evans,"1,975","52,437",3.82,451,1995,False,"['Fiction', 'Romance', 'Animals']",,United States
https://www.goodreads.com/book/show/10585.Insomnia,Insomnia,"Stephen King (Goodreads Author), ","3,589","137,446",3.82,890,1994,False,"['Horror', 'Fiction', 'Fantasy']",Locus Award Nominee for Best Dark Fantasy/Horror Novel (1995),United States
https://www.goodreads.com/book/show/30852.The_Woman_Warrior,The Woman Warrior,Maxine Hong Kingston,"1,674","26,457",3.73,204,1976,False,"['Autobiography', 'Memoir', 'Nonfiction']","Anisfield-Wolf Book Award (1978), National Book Critics Circle Award for General Nonfiction (1976)",
https://www.goodreads.com/book/show/28541.Dragonsong,Dragonsong,Anne McCaffrey,"1,493","54,395",4.20,192,1976,True,"['Fantasy', 'Science Fiction', 'Fantasy']","California Young Readers Medal Nominee for Middle School/Junior High (1980), Margaret A. Edwards Award (1999)",
https://www.goodreads.com/book/show/78983.Kane_and_Abel,Kane and Abel,Jeffrey Archer,"4,555","104,079",4.31,592,1979,True,"['Fiction', 'Historical', 'Historical Fiction']",,
https://www.goodreads.com/book/show/41219.Possession,Possession,A.S. Byatt,"4,475","75,555",3.87,555,1990,False,"['Fiction', 'Historical', 'Historical Fiction']","Booker Prize (1990), Irish Times International Fiction Prize (1990), Commonwealth Writers' Prize for Best Book in South Asia and Europe (1991)",United Kingdom
https://www.goodreads.com/book/show/8716.Lincoln,Lincoln,Gore Vidal,543,"8,491",4.22,672,1984,True,"['Historical', 'Historical Fiction', 'Fiction']",Benjamin Barondess Award (1985),United States
https://www.goodreads.com/book/show/739840.Bambi,Bambi,"Felix Salten, ",765,"33,327",4.12,192,1923,True,"['Classics', 'Fiction', 'Childrens']",,
https://www.goodreads.com/book/show/6163.The_Border_Trilogy,"The Border Trilogy: All the Pretty Horses, The Crossing, Cities of the Plain",Cormac McCarthy,329,"5,722",4.44,1040,1994,True,"['Fiction', 'Westerns', 'Literature']",,
https://www.goodreads.com/book/show/486298.Death_Be_Not_Proud,Death Be Not Proud,John Gunther,636,"11,296",3.83,206,1949,False,"['Nonfiction', 'Classics', 'Autobiography']",,United States
https://www.goodreads.com/book/show/57586.Giants_in_the_Earth,Giants in the Earth,"O.E. Rølvaag, ",532,"5,121",4.01,531,1925,True,"['Fiction', 'Historical', 'Historical Fiction']",,United States
https://www.goodreads.com/book/show/219205.Lord_Foul_s_Bane,Lord Foul's Bane,Stephen R. Donaldson,"1,705","47,874",3.72,480,1977,True,"['Fantasy', 'Fiction', 'Science Fiction Fantasy']","Gandalf Award Nominee (1978), August Derleth Award for Best Novel (1979)",
https://www.goodreads.com/book/show/330244.The_Member_of_the_Wedding,The Member of the Wedding,Carson McCullers,"1,290","15,389",3.81,163,1946,False,"['Fiction', 'Classics', 'Young Adult']",,United States
https://www.goodreads.com/book/show/929782.Martin_Eden,Martin Eden,"Jack London, ","1,648","28,380",4.45,480,1909,False,"['Classics', 'Fiction', 'Literature']",,United States
https://www.goodreads.com/book/show/41667.My_Side_of_the_Mountain,My Side of the Mountain,Jean Craighead George,"3,498","65,996",4.06,192,1959,True,"['Fiction', 'Young Adult', 'Classics']","Newbery Medal Nominee (1960), Lewis Carroll Shelf Award (1965), George C. Stone Center for Children's Books Recognition of Merit Award (1969), Dorothy Canfield Fisher Children's Book Award Nominee (1961)",United States
https://www.goodreads.com/book/show/12659.Texas,Texas,James A. Michener,450,"17,216",4.09,1472,1985,False,"['Historical', 'Historical Fiction', 'Fiction']",,United States
https://www.goodreads.com/book/show/8252.Farmer_Boy,Farmer Boy,"Laura Ingalls Wilder, ","2,404","59,619",4.06,357,1933,True,"['Classics', 'Historical', 'Historical Fiction']",,
https://www.goodreads.com/book/show/113205.Heart_of_a_Dog,Heart of a Dog,"Mikhail Bulgakov, ","2,204","44,348",4.10,123,1925,False,"['Fiction', 'Cultural', 'Russia']",,Russian Federation
https://www.goodreads.com/book/show/9416.Confessions_of_a_Shopaholic,Confessions of a Shopaholic,Sophie Kinsella (Goodreads Author),"12,596","664,462",3.66,368,2000,True,"['Womens Fiction', 'Chick Lit', 'Fiction']",,United Kingdom
https://www.goodreads.com/book/show/41913.The_Children_of_Men,The Children of Men,P.D. James,"3,158","41,475",3.69,241,1992,False,"['Fiction', 'Science Fiction', 'Science Fiction']",,
https://www.goodreads.com/book/show/75504.The_Collected_Poems,The Collected Poems,Wallace Stevens,165,"11,048",4.27,560,1954,False,"['Poetry', 'Classics', 'Literature']","Pulitzer Prize for Poetry (1955), National Book Award for Poetry (1955)",
